,age,comment,commodities,commodities_string,geometry,id,latitude,longitude,name
1510,Archean,Resources are reported in agglomerated figures under the Nannine Project by Reed Resources.,['Au'],Au,POINT (118.3472 -26.8695),335408,-26.8695,118.3472,Aladdin
1511,,nan,"['Ag', 'Au', 'Zn', 'Pb']",Ag;Au;Zn;Pb,POINT (144.4371089 -17.79978797),335409,-17.79978797,144.43710890000003,Mount Emu
1512,,Deposit Located 3 Km Southwest Of Cloncurry,['Fe'],Fe,POINT (140.5011827 -20.71222076),335410,-20.71222076,140.5011827,Mount Leviathan
1513,Archean,2012 resources are reported in the agglomerated figures for the Tindals Project.,['Au'],Au,POINT (121.1828 -30.9695),335411,-30.9695,121.1828,Brilliant - Coolgardie
1514,,nan,"['Ag', 'Zn', 'Pb']",Ag;Zn;Pb,POINT (129.2512679 -15.32911608),335412,-15.32911608,129.2512679,Sandy Creek (Sorby)
1515,Archean,"The location captured is for Great Eastern although several deposits make up the Lawlers Project. From MINEDEX in April 2011,  operations continue at Faryland, Genesis North, Lawlers Group, New Holland South and Waroonga Group, while the Dobera Serica, Oasis, and Leviathan deposits are undeveloped.",['Au'],Au,POINT (120.5357 -28.0789),335414,-28.0789,120.5357,Lawlers
1516,,Located On The Warren Shoreline,['Fe'],Fe,POINT (115.3332222 -34.26011168),335417,-34.26011168,115.33322220000001,Scott River
1517,,nan,['Au'],Au,POINT (121.1811312 -30.767489),335418,-30.767489,121.1811312,Cutters Ridge
1518,,nan,['Ni'],Ni,POINT (121.5053496 -31.36452832),335419,-31.36452832,121.5053496,Spargoville - Location 2
1519,,Located 80 Km N Of Leonora; Part Of Anaconda Resources,"['Ni', 'Co']",Ni;Co,POINT (120.9860915 -28.31185791),335423,-28.31185791,120.9860915,Mount Margaret (Including Marshall Pool)
1520,Ordovician,Part Of Cadia Au-Cu Project,"['Ag', 'Au', 'Cu']",Ag;Au;Cu,POINT (148.9759 -33.4353),335424,-33.4353,148.9759,Ridgeway
1521,,nan,"['Au', 'Cu']",Au;Cu,POINT (147.4372559 -36.58438367),335425,-36.58438367,147.43725590000003,Granite Flat
1522,,"68km Sw Ravensthorpe (Wa Dept. Of Mines 17/5/91). To Nearest 5"".",['Mn'],Mn,POINT (119.597182 -34.064201),335427,-34.064201000000004,119.597182,Coppermine Creek
1523,,nan,"['Ag', 'Zn', 'Cu', 'Pb']",Ag;Zn;Cu;Pb,POINT (143.9940998 -18.60749075),335428,-18.60749075,143.99409980000001,May Day
1524,,nan,['Au'],Au,POINT (134.0193704 -29.58147637),335431,-29.58147637,134.0193704,Golf Bore
1525,,Consists Of A Number Of Strandlines (Zones) Located Some 150 Kms Southease Of Adelaide.,"['REE', 'Ti', 'Th', 'Zr']",REE;Ti;Th;Zr,POINT (140.2075 -34.795),335432,-34.795,140.2075,Mindarie
1526,,nan,"['Ti', 'Zr']",Ti;Zr,POINT (144.6744994 -40.89483822),335433,-40.89483822,144.6744994,Marrawah Beach
1527,Archean,Part of Gidgee project,['Au'],Au,POINT (119.3189 -26.9296),335434,-26.9296,119.3189,Orion
1528,Archean,Part of Gidgee project,['Au'],Au,POINT (119.4053 -27.1028),335435,-27.1028,119.4053,Eagles Peak
1529,,nan,"['Ag', 'Au']",Ag;Au,POINT (119.363281 -21.095341),335437,-21.095341,119.363281,Mickey's Find Southern
1530,,nan,['Au'],Au,POINT (120.910049 -30.706523),335438,-30.706522999999997,120.910049,Black Cat - Dunnsville
1531,Palaeozoic,nan,['Au'],Au,POINT (149.2981376 -21.35956594),335439,-21.35956594,149.2981376,Zelma
1532,Archean,Part of Gidgee Project,['Au'],Au,POINT (119.3451 -26.8221),335440,-26.8221,119.3451,Toedter
1533,,nan,['Au'],Au,POINT (122.345001 -27.67186),335441,-27.67186,122.345001,Anchor
1534,Cainozoic,nan,"['Ag', 'Au', 'Sb']",Ag;Au;Sb,POINT (151.5008032 -30.65174467),335442,-30.65174467,151.50080319999998,Uralla
1535,Archean,nan,['Au'],Au,POINT (121.2439 -28.759),335443,-28.759,121.2439,Leonora Group
1536,,Location Supplied By Company; Accuracy Not Reported;,['Au'],Au,POINT (144.3527634 -16.51300412),335444,-16.51300412,144.35276340000001,Atric Zone
1537,,2.5 Km South Of Kundana Gold Operation. Global resource is the combined resource for the East Kundana system.,['Au'],Au,POINT (121.2452022 -30.72341692),335446,-30.72341692,121.24520220000001,Raleigh
1538,Archean,nan,['Au'],Au,POINT (121.2437 -27.9404),335447,-27.9404,121.2437,British King
1539,Archean,nan,['Au'],Au,POINT (122.2028 -31.0456),335448,-31.0456,122.2028,Santa
1540,Archean,nan,['Au'],Au,POINT (118.1393 -27.4568),335449,-27.4568,118.1393,Caustons
1541,Palaeoproterozoic,nan,"['Zr', 'U', 'Th', 'REE', 'PGE', 'Ta']",Zr;U;Th;REE;PGE;Ta,POINT (127.7820325 -18.31919578),335451,-18.31919578,127.7820325,Brockman-Hastings
1542,Carboniferous,nan,['Au'],Au,POINT (142.2315006 -18.18200692),335452,-18.18200692,142.2315006,Croydon
1543,Tertiary,nan,['U'],U,POINT (140.6755713 -31.74092828),335453,-31.74092828,140.67557130000003,East Kalkaroo
1544,Ordovician,nan,['Au'],Au,POINT (149.0766 -33.4581),335454,-33.4581,149.0766,Forest Reefs
1545,Devonian,nan,['Au'],Au,POINT (148.1661943 -33.89194370000001),335455,-33.891943700000006,148.16619430000003,Grenfell
1546,Proterozoic,nan,['U'],U,POINT (122.0722264 -22.33740322),335456,-22.33740322,122.07222639999999,Kintyre
1547,Devonian,nan,['Sn'],Sn,POINT (145.5200181 -41.42699925),335457,-41.42699925,145.5200181,Mount Bischoff
1548,Palaeoproterozoic,1700 Ma; Ar-Ar data suggest age may be around 1500 Ma ref *16393,"['Au', 'Cu']",Au;Cu,POINT (140.4833135 -21.68032683),335458,-21.68032683,140.4833135,Starra
1549,Archaean,"2866 ± 66 Ma - Model 3 Sm-Nd isochron age. See Hoatson and Sun (2002) - Economic Geology 97, p. 847-872.

","['Ni', 'Cu']",Ni;Cu,POINT (117.540638 -20.81124113),335459,-20.81124113,117.54063799999999,Sherlock Bay
1550,Permian,Carboniferous-Permian,"['W', 'Bi', 'Mo']",W;Bi;Mo,POINT (144.9499998 -17.07697789),335460,-17.07697789,144.9499998,Wolfram Camp
1551,Devonian,397+-16 Ma,['Au'],Au,POINT (148.2628975 -34.44314776),335461,-34.44314776,148.2628975,Wombat
1552,Archaean,nan,['Au'],Au,POINT (118.8400539 -28.60776763),335462,-28.60776763,118.84005390000002,Youanmi
1553,Precambrian,42km East of Newman,['Fe'],Fe,POINT (120.1390608 -23.37925893),335463,-23.37925893,120.1390608,Jimblebar (BHP)
1554,Archaean,nan,['Au'],Au,POINT (122.4359961 -29.28336379),335464,-29.28336379,122.43599609999998,Linden
1555,Silurian,probably Silurian-Devonian,"['Ag', 'Cu']",Ag;Cu,POINT (144.51617 -16.09532762),335466,-16.09532762,144.51617,Dianne
1556,Tertiary,nan,['Mn'],Mn,POINT (151.175819 -23.889358),335467,-23.889357999999998,151.175819,Mount Miller
1557,Tertiary,nan,['Mn'],Mn,POINT (152.6166672 -26.3968279),335468,-26.396827899999998,152.61666719999997,Mary River Valley
1558,unknown,nan,['Cu'],Cu,POINT (139.3166738 -30.23004989),335469,-30.23004989,139.31667380000002,Yudnamutana
1559,Devonian,nan,['Au'],Au,POINT (146.45 -37.947),335470,-37.946999999999996,146.45,Walhalla-Wood's Point Goldfield
1560,Tertiary,nan,['Au'],Au,POINT (143.0166069 -37.01361732),335471,-37.01361732,143.0166069,Homebush
1561,Archaean,"2892 ± 34 Ma - Re-Os isochron age of massive sulfides from basal contact of intrusion. See Frick et al. (2001) - Australian Journal of Earth Sciences 48, p. 43-47.


","['Ni', 'Cu', 'PGE', 'Co']",Ni;Cu;PGE;Co,POINT (116.8648413 -20.98254243),335472,-20.98254243,116.8648413,Radio Hill
1562,Ordovician,439+-4.5 Ma; ref *15713,['Au'],Au,POINT (147.4067 -33.6369),335473,-33.6369,147.4067,Cowal
1563,Tertiary,nan,"['Fe', 'Mn']",Fe;Mn,POINT (120.5327 -22.660561),335478,-22.660560999999998,120.5327,Mount Nicholas
1564,Proterozoic,nan,"['Au', 'Cu']",Au;Cu,POINT (140.1866 -20.1864),335479,-20.1864,140.1866,Bedford
1565,Proterozoic,nan,['Mn'],Mn,POINT (140.432358 -21.207247),335480,-21.207247,140.432358,Buka
1566,Proterozoic,nan,"['Au', 'Cu']",Au;Cu,POINT (139.7851995 -21.24956056),335481,-21.24956056,139.7851995,Lady Fanny Group
1567,Proterozoic,nan,"['Ag', 'Au', 'Cu']",Ag;Au;Cu,POINT (139.8491924 -20.31256409),335482,-20.31256409,139.84919240000002,Referee
1568,,A1 Mine Gaffney'e Creek -deposit option acquired by Heron Resources in 2009,['Au'],Au,POINT (146.1997 -37.5051),335487,-37.5051,146.1997,Gaffneys Creek
1569,,Location From Minloc Database;,['Au'],Au,POINT (134.2054 -19.3085),335488,-19.3085,134.2054,Edna Beryl
1570,,nan,['Au'],Au,POINT (143.293 -36.7052),335489,-36.7052,143.293,Carapooee
1571,,nan,"['Ni', 'Cu']",Ni;Cu,POINT (121.5286055 -31.49830918),335490,-31.49830918,121.5286055,Munda
1572,,nan,"['Ni', 'Co']",Ni;Co,POINT (120.3963084 -33.64211988),335492,-33.64211988,120.39630840000001,Ravensthorpe (Bandalup)
1573,Archean,For 2012 resources are reported in the agglomerated figures for the Lindsays-Baleys Project.,['Au'],Au,POINT (121.1746 -30.947),335493,-30.947,121.1746,Hillside - Coolgardie
1574,,nan,['Au'],Au,POINT (118.8336538 -28.59786762),335494,-28.59786762,118.8336538,Kathleen
1575,,B4upd<10km(.5):-Deposit Located 130 Km West Southwest Of Cairns;,['Fe'],Fe,POINT (144.6391985 -17.34619014),335495,-17.34619014,144.63919850000002,Mount Lucy
1576,,nan,['Au'],Au,POINT (116.8658702 -29.28206953),335497,-29.28206953,116.8658702,Rothsay
1577,,nan,['Au'],Au,POINT (119.5334 -25.2948),335498,-25.2948,119.5334,Salmon
1578,,nan,['Sn'],Sn,POINT (151.0473831 -30.75306848),335499,-30.75306848,151.0473831,Watsons Creek
1579,,nan,['Au'],Au,POINT (144.5036 -36.7164),335500,-36.7164,144.5036,Central Ellesmere
1580,,nan,['Au'],Au,POINT (151.6041299 -25.12807229),335501,-25.12807229,151.6041299,Nickos Reward
1581,Archean,Any resources for this deposit in 2012 were reported by Focus Minerals Limited under the Lancefield Project.,['Au'],Au,POINT (122.3842 -28.5529),335503,-28.5529,122.3842,Telegraph - Lancefield
1582,,Lateritic Deposit; 150km NE of Kalgoorlie,"['Ni', 'Co']",Ni;Co,POINT (121.9050158 -29.48493495),335507,-29.48493495,121.9050158,Edjudina  (Also Called Yerilla - Heron Resources)
1583,,Deposit Is Located 45 Km Southwest Of Sandstone;,"['V', 'Ti', 'Fe']",V;Ti;Fe,POINT (118.9507273 -28.36956454),335509,-28.36956454,118.95072730000001,Unaly Hill
1584,,nan,['Au'],Au,POINT (121.403643 -30.83644108),335510,-30.83644108,121.40364299999999,Kaska
1585,,Part Of Mount Windsor Joint Venture,"['Au', 'Cu']",Au;Cu,POINT (146.1710821 -20.36543294),335511,-20.36543294,146.1710821,North Reward
1586,,nan,"['Ag', 'U', 'Cu', 'Fe', 'Co', 'Au']",Ag;U;Cu;Fe;Co;Au,POINT (137.1455 -31.1139),335512,-31.1139,137.1455,Emmie Bluff
1587,,Exodus Minerals Limited,['Au'],Au,POINT (122.6442209 -28.83684641),335513,-28.83684641,122.64422090000001,Mikado
1588,,60 kms NW of Menzies; currently Under Exploration By Gutnick Resources Nl,"['Ni', 'Co']",Ni;Co,POINT (120.599999 -29.31440962),335514,-29.31440962,120.599999,Four Corners (Formerly Snake Hill)
1589,,nan,['Fe'],Fe,POINT (149.6583841 -34.81201177),335517,-34.81201177,149.6583841,Tirrana
1590,,nan,['Cu'],Cu,POINT (120.326374 -21.51818464),335518,-21.51818464,120.326374,Bridget
1591,,nan,['Fe'],Fe,POINT (118.5018337 -34.53686122),335519,-34.53686122,118.5018337,Southdown (Albany_WA_Grange Resources)
1592,,nan,"['W', 'Mo', 'Sn']",W;Mo;Sn,POINT (151.7333241 -29.54682384),335520,-29.54682384,151.7333241,Glen Eden
1593,,95 kms SE of Leonara; part of GME Resources Ltd portfolio,"['Ni', 'Co']",Ni;Co,POINT (122.2717743 -29.51591025),335522,-29.51591025,122.2717743,Duck Hill
1594,,Location from NSW GS Minview web map,"['REE', 'Ti', 'Th', 'Zr']",REE;Ti;Th;Zr,POINT (142.5 -33.52),335523,-33.52,142.5,Yabbie
1595,Ordovician,nan,['Au'],Au,POINT (144.2606 -36.7948),335526,-36.7948,144.2606,Bendigo - Kangaroo Flat
1596,Paleoproterozoic,nan,['Au'],Au,POINT (131.4252 -13.4491),335527,-13.4491,131.4252,Rising Tide
1597,Archean,Part of the Katanning Project in which Ausgold is acquiring 80% equity.,['Au'],Au,POINT (117.9081 -33.5434),335528,-33.5434,117.9081,Jinkas Hill
1598,,Listed as a deposit on the Blackwood Plateau by DME,"['REE', 'Ti', 'Th', 'Zr']",REE;Ti;Th;Zr,POINT (115.128998 -34.027115),335529,-34.027115,115.128998,Witchcliffe
1599,Quaternary,nan,"['Ti', 'Zr']",Ti;Zr,POINT (151.4999845 -24.02684108),335531,-24.02684108,151.4999845,Hummock Hill Island
1600,Proterozoic,nan,['Cu'],Cu,POINT (140.0261965 -20.85755968),335533,-20.85755968,140.0261965,Pearl
1601,Archaean,nan,['Au'],Au,POINT (121.7849 -32.2186),335535,-32.2186,121.7849,OK Decline
1602,,nan,['Au'],Au,POINT (117.917656 -23.437071),335537,-23.437071,117.91765600000001,Zoe
1603,,nan,"['Ag', 'Au']",Ag;Au,POINT (134.759801 -31.228502),335539,-31.228502000000002,134.759801,Tunkillia
1604,Archean,Part of Kundip sub-project,"['Ag', 'Au', 'Cu']",Ag;Au;Cu,POINT (120.2002 -33.685),335540,-33.685,120.2002,Flag - Kundip
1605,,nan,['Au'],Au,POINT (118.353653 -25.339508),335541,-25.339508,118.35365300000001,Callies
1606,,nan,['Fe'],Fe,POINT (120.2333 -20.5833),335542,-20.5833,120.2333,Cundaline Gap
1607,,25km E of Peak Hill,['Fe'],Fe,POINT (118.996948 -25.716217),335543,-25.716217,118.996948,Robinson Range - MINEDEX
1608,Precambrian,nan,['Fe'],Fe,POINT (118.3682997 -22.77295266),335544,-22.77295266,118.3682997,Wittenoom
1609,Carboniferous,nan,"['Ag', 'Au']",Ag;Au,POINT (148.9929982 -32.44967002),335545,-32.44967002,148.9929982,Mitchells Creek
1610,Archaean,nan,['Au'],Au,POINT (120.497 -27.9784),335546,-27.9784,120.49700000000001,Genesis
1611,Precambrian,"Range Well in OZMIN refer to two prospects east and west of the Parks Reef PGE deposit. Parks Reef  and Weld Range (Cr) are parts of the the Weld Range (Ni,Co) lateritic nickel deposit","['Fe', 'Co', 'Ni', 'Au', 'PGE']",Fe;Co;Ni;Au;PGE,POINT (117.7058484 -26.8575642),335548,-26.8575642,117.70584840000002,Weld Range (Ni PGE)
1612,,nan,"['Au', 'Cu']",Au;Cu,POINT (147.542798 -33.737387),335549,-33.737387,147.542798,Marsden
1613,,nan,['Au'],Au,POINT (121.51839 -31.37475),335550,-31.37475,121.51839,Mandilla
1614,,nan,['Au'],Au,POINT (118.15667 -20.899372),335551,-20.899372,118.15666999999999,Roe
1615,Palaeoproterozoic,1660 to 1605 Ma (orogeny and metamorphism),"['Ag', 'Zn', 'Bi', 'Cu', 'Sb', 'Pb', 'Au']",Ag;Zn;Bi;Cu;Sb;Pb;Au,POINT (141.465 -31.9665),335554,-31.9665,141.465,Broken Hill
1616,Archaean,nan,['Au'],Au,POINT (121.4758391 -30.72803839),335555,-30.72803839,121.47583909999999,Golden Mile
1617,Archaean,nan,['Au'],Au,POINT (121.4845184 -26.84365764),335556,-26.84365764,121.48451840000001,Mount Fisher
1618,Palaeoproterozoic,2064+-40 Ma,"['Ta', 'Th', 'REE', 'PGE', 'Zr']",Ta;Th;REE;PGE;Zr,POINT (122.5475227 -28.85994859),335557,-28.85994859,122.5475227,Mount Weld
1619,Archaean,nan,['Au'],Au,POINT (121.7922665 -32.46787247),335558,-32.46787247,121.7922665,Scotia
1620,Archaean,nan,"['Ni', 'Cu', 'Co']",Ni;Cu;Co,POINT (120.5775274 -27.45549088),335559,-27.45549088,120.5775274,Yakabindie
1621,Devonian,"Oceana is Ordovician. Over 40 occurrences of Ag, Pb, Zn and Sn in the field.","['Ag', 'Zn', 'Cu', 'Sb', 'Pb', 'Sn', 'PGE']",Ag;Zn;Cu;Sb;Pb;Sn;PGE,POINT (145.326009 -41.87202727),335560,-41.87202727,145.326009,Zeehan Mineral Field
1622,Precambrian,nan,['Fe'],Fe,POINT (119.70383 -23.38226),335561,-23.382260000000002,119.70383000000001,Orebody 29
1623,Palaeoproterozoic,nan,"['Ag', 'Zn', 'Bi', 'Sb', 'Pb']",Ag;Zn;Bi;Sb;Pb,POINT (140.9194523 -21.86924136),335562,-21.86924136,140.91945230000002,Cannington
1624,Triassic,245 Ma,['Cu'],Cu,POINT (150.6299827 -23.68685731),335564,-23.68685731,150.62998269999997,Limonite Hill
1625,Proterozoic,"The project includes old workings at Gilded Rose, Pepper Pot, New Moon,  Boomerang, Comet and Guilt Edge",['Au'],Au,POINT (140.6206 -20.7768),335566,-20.7768,140.6206,Gilded Rose
1626,Proterozoic,nan,['Fe'],Fe,POINT (140.5000147 -20.71702976),335568,-20.71702976,140.50001469999998,Black Mountain
1627,Late Ordovician,nan,['Au'],Au,POINT (144.2940367 -37.44759397),335569,-37.44759397,144.2940367,Blackwood-Trentham Goldfield
1628,Early Permian,nan,['Au'],Au,POINT (150.2958763 -25.28495214),335572,-25.28495214,150.2958763,Golden Plateau
1629,Proterozoic,nan,"['Ag', 'U', 'Cu', 'Co', 'Au']",Ag;U;Cu;Co;Au,POINT (140.6885 -20.625),335574,-20.625,140.6885,Monakoff
1630,Proterozoic,nan,['Cu'],Cu,POINT (139.8231946 -20.428564),335576,-20.428564,139.8231946,Lillimay
1631,Proterozoic,nan,['Cu'],Cu,POINT (140.3810118 -21.30502829),335577,-21.30502829,140.3810118,Mount Devencourt
1632,Proterozoic,"850-900 Ma, age of mineralisation",['Cu'],Cu,POINT (121.5708705 -21.65485326),335579,-21.65485326,121.57087050000001,Nifty
1633,Late Silurian,Age inferred from host rock control (Late Silurian - Early Devonian),"['Ag', 'Au', 'Sb']",Ag;Au;Sb,POINT (145.5624921 -18.81685959),335584,-18.81685959,145.5624921,Camel Creek - Golden Cup
1634,unknown,nan,['Au'],Au,POINT (131.504 -13.4397),335585,-13.4397,131.504,Glencoe
1635,Archaean,WA database Minedex shows this is operating July 2009 as part of Barrick's Kanowna- Golden Valley Operation,['Au'],Au,POINT (121.5995 -30.5943),335586,-30.5943,121.5995,Ballarat-Last Chance
1636,Archaean,nan,['Au'],Au,POINT (119.4272 -27.2856),335587,-27.2856,119.4272,Kingfisher
1637,Archaean,nan,['Au'],Au,POINT (121.7987 -32.1979),335588,-32.1979,121.7987,Bullen
1638,,nan,['Au'],Au,POINT (132.101 -14.1387),335590,-14.1387,132.101,Batman
1639,,Lat/Long From Minloc.,"['Au', 'Cu']",Au;Cu,POINT (137.6178418 -34.03868602),335591,-34.03868602,137.6178418,Poona
1640,Archean,nan,['Au'],Au,POINT (122.0766 -28.7495),335593,-28.7495,122.0766,Transvaal (Mt Morgans)
1641,,nan,['Fe'],Fe,POINT (119.26446 -30.01217),335595,-30.01217,119.26446000000001,Windarling
1642,,Deposit Is Located In The Para Resevoir In The Southern Mount Lofty Ranges And Is No Longer Available For Mining;,['Fe'],Fe,POINT (138.8680214 -34.69563111),335600,-34.69563111,138.8680214,Mount Bessemer
1643,,nan,['Au'],Au,POINT (116.2812 -28.6868),335601,-28.6868,116.2812,Michaelangelo West
1644,Archean,nan,['Au'],Au,POINT (122.0469465 -30.89300835),335602,-30.89300835,122.0469465,Trojan
1645,Archean,Approximate Middle Of Open Cut Established By Mine Survey; Accuracy 11 To 50 Metres;,['Au'],Au,POINT (122.5562 -31.0465),335604,-31.0465,122.5562,Harry's Hill
1646,,Near Nagambie; Accuracy Not Known;,['Au'],Au,POINT (145.0179634 -36.57879647),335607,-36.57879647,145.0179634,Bailieston
1647,,Occurs in the Forrestania region,['Ni'],Ni,POINT (119.7375851 -32.55430339),335609,-32.55430339,119.7375851,Seagull
1648,,nan,['Au'],Au,POINT (121.1608326 -30.38303907),335614,-30.38303907,121.16083259999999,Bunyip Dam
1649,,This Is Site For Reporting The Aggregate Minor Resources Reported  Under The Golden Valley Joint Venture.,['Au'],Au,POINT (121.6181023 -30.59611273),335615,-30.59611273,121.6181023,Golden Valley (Minor Resource)
1650,,This Project Is Located 60-100 Km Nnw Of Kalgoorie Along The East Flank Of The Goongarrie-Mount Pleasant Anticline.,"['Ni', 'Co']",Ni;Co,POINT (121.1475972 -30.0085382),335616,-30.008538199999997,121.1475972,Goongarrie - (Heron Resources)
1651,Archean,nan,['Au'],Au,POINT (118.485 -26.6122),335617,-26.6122,118.485,Magazine-Grants
1652,,S04638,"['PGE', 'Ta', 'Sn']",PGE;Ta;Sn,POINT (121.7850609 -32.30447013),335618,-32.30447013,121.78506090000002,Mount Deans
1653,,nan,['Au'],Au,POINT (121.2150471 -30.9097468),335619,-30.9097468,121.21504709999999,Gunga West
1654,,nan,['Au'],Au,POINT (144.4925 -36.6774),335621,-36.6774,144.4925,Rehe's
1655,,nan,['Au'],Au,POINT (120.495087 -30.984512),335622,-30.984512,120.49508700000001,Chamellion
1656,Archean,Forrestania - Bounty project,['Au'],Au,POINT (119.758 -32.1461),335623,-32.1461,119.758,Blue Vein
1657,,Part of Northcote project,['Au'],Au,POINT (145.198183 -17.008911),335624,-17.008910999999998,145.198183,Ethel
1658,,Undeveloped deposit owned by ISK; located north of Harvey township,"['Ti', 'Zr']",Ti;Zr,POINT (115.830338 -33.174561),335626,-33.174561,115.83033799999998,Benger Swamp
1659,,A closed mine of Cable Sands,"['Ti', 'Zr']",Ti;Zr,POINT (115.376556 -33.665024),335627,-33.665024,115.37655600000001,Busselton Blum
1660,Quaternary,nan,"['REE', 'Ti', 'Th', 'Zr']",REE;Ti;Th;Zr,POINT (150.6999876 -22.7968645),335628,-22.796864499999998,150.6999876,Byfield
1661,Late Permian,265 Ma,['Cu'],Cu,POINT (148.2599795 -20.56692809),335629,-20.56692809,148.2599795,Andromache River
1662,unknown,nan,"['Cu', 'Co']",Cu;Co,POINT (122.3141239 -22.19910061),335631,-22.19910061,122.31412390000001,Maroochydore
1663,,nan,"['Co', 'Pb']",Co;Pb,POINT (149.8713772 -34.79770767),335632,-34.79770767,149.87137719999998,Bungonia
1664,,nan,['Sn'],Sn,POINT (145.269961 -15.52721127),335638,-15.52721127,145.26996100000002,Annan River
1665,,Global resource data from NTGS Report 11,['Au'],Au,POINT (131.054533 -13.052157),335639,-13.052157000000001,131.05453300000002,Sundance
1666,,nan,['Au'],Au,POINT (121.772476 -31.324966),335640,-31.324965999999996,121.772476,Grand Slam
1667,Archean,nan,['Au'],Au,POINT (119.5064 -28.1481),335641,-28.1481,119.5064,Lord Nelson - Sandstone
1668,Archean,nan,['Au'],Au,POINT (118.128 -27.40009),335642,-27.400090000000002,118.12799999999999,Old Jasper Queen South
1669,,nan,['Fe'],Fe,POINT (116.8005 -29.16019),335643,-29.160190000000004,116.8005,Karara (Gindalbie Metals)
1670,Archaean,3410 Ma,['Au'],Au,POINT (120.2117 -20.9307),335645,-20.9307,120.2117,Bamboo Creek
1671,Mesoproterozoic,1590-1575 Ma,"['Ag', 'REE', 'U', 'Cu', 'Fe', 'Au']",Ag;REE;U;Cu;Fe;Au,POINT (136.889293 -30.43744351),335647,-30.43744351,136.88929299999998,Olympic Dam
1672,Palaeoproterozoic,1700 Ma,"['Ag', 'Au', 'Zn', 'Pb']",Ag;Au;Zn;Pb,POINT (141.3286608 -32.04902254),335648,-32.04902254,141.3286608,The Pinnacles
1673,Quaternary,nan,"['REE', 'Ti', 'Zr']",REE;Ti;Zr,POINT (152.0999907 -32.74681993),335649,-32.74681993,152.09999069999998,Tomago
1674,Precambrian,nan,['Fe'],Fe,POINT (119.0252851 -22.55462981),335650,-22.55462981,119.0252851,Koodaideri
1675,Archaean,nan,"['V', 'Ti', 'Fe']",V;Ti;Fe,POINT (116.4128914 -31.74246238),335651,-31.74246238,116.4128914,Coates
1676,Precambrian,nan,['Fe'],Fe,POINT (117.3952994 -22.40686567),335653,-22.40686567,117.3952994,Nammuldi (Rio Tinto)
1677,Archaean,nan,['Au'],Au,POINT (122.0221 -29.1204),335654,-29.1204,122.0221,Yundamindera
1678,Proterozoic,nan,['Fe'],Fe,POINT (143.2966872 -12.71273664),335655,-12.71273664,143.2966872,Iron Range
1679,Late Palaeozoic,nan,['Sb'],Sb,POINT (152.1687709 -30.22153446),335656,-30.22153446,152.1687709,Magword
1680,Early Devonian,nan,"['Ag', 'Zn', 'Cu', 'Pb']",Ag;Zn;Cu;Pb,POINT (146.3071173 -32.06225681),335658,-32.06225681,146.30711730000002,Nymagee
1681,Archaean,nan,['Au'],Au,POINT (121.0910327 -30.36774072),335660,-30.36774072,121.0910327,Ora Banda
1682,Proterozoic,nan,"['Ag', 'Au', 'Cu']",Ag;Au;Cu,POINT (140.1363 -20.3227),335662,-20.3227,140.1363,Lady Clayre
1683,Proterozoic,nan,['Cu'],Cu,POINT (139.8201948 -20.44656398),335663,-20.44656398,139.8201948,Manxman
1684,Proterozoic,nan,"['Au', 'Cu']",Au;Cu,POINT (140.4211882 -20.91855383),335664,-20.91855383,140.4211882,Mount McNamara
1685,Proterozoic,nan,"['Au', 'Cu']",Au;Cu,POINT (140.4521795 -21.00355143),335665,-21.00355143,140.4521795,Sweet William
1686,Late Permian,mineralisation could be Early Triassic,['Au'],Au,POINT (151.1156209 -25.37098196),335671,-25.37098196,151.1156209,Eidsvold
1687,Proterozoic,nan,"['Au', 'Cu']",Au;Cu,POINT (140.162664 -20.203903),335672,-20.203903,140.16266399999998,Blackard
1688,Palaeozoic,nan,['Au'],Au,POINT (143.2058889 -13.94326788),335673,-13.94326788,143.2058889,Coen
1689,Proterozoic,1645+/-44 Ma ref *11092,"['W', 'Bi', 'Cu']",W;Bi;Cu,POINT (135.1880202 -20.88609163),335674,-20.88609163,135.18802019999998,Hatches Creek
1690,Archaean,2660-2640Ma,['Au'],Au,POINT (121.7756464 -31.31673686),335675,-31.31673686,121.77564640000001,Sirius
1691,,nan,"['Ag', 'Zn', 'Cu', 'Pb']",Ag;Zn;Cu;Pb,POINT (145.3344807 -17.43718187),335679,-17.43718187,145.33448069999997,Cassowary
1692,,Centroid Of Plan View Of Orebody Established By Mine Survey; Accuracy 11 To 50 Metres;,['Au'],Au,POINT (119.7066555 -21.39738802),335680,-21.39738802,119.7066555,Blue Bar
1693,Archean,nan,['Au'],Au,POINT (119.4388 -29.7079),335681,-29.7079,119.4388,Gwendolyn - Johnston Range
1694,,B4upd<500m(3):-Minloc,"['Ag', 'Zn', 'Pb']",Ag;Zn;Pb,POINT (132.1190393 -13.64545031),335682,-13.64545031,132.1190393,Evelyn Mine
1695,,nan,['Fe'],Fe,POINT (149.5844822 -32.59530267),335683,-32.59530267,149.5844822,Mudgee
1696,,Near Toolleen Town But Exact Position Not Known,['Au'],Au,POINT (144.6846449 -36.7121386),335684,-36.7121386,144.6846449,Toolleen
1697,,nan,"['Ag', 'Cu']",Ag;Cu,POINT (140.5011826 -20.6955538),335685,-20.6955538,140.5011826,Mount Norna
1698,,nan,['Au'],Au,POINT (144.5003 -36.7053),335688,-36.7053,144.5003,Central North Open Pit
